control,layer,val_r2,val_pearson_r,val_mse,test_r2,test_pearson_r,test_mse
permuted_alignment,14,-0.41145796939995116,-0.007480030156785595,0.5779267704538326,-0.4168261476595321,-0.015069900944758135,0.5369561115386601
permuted_alignment,15,-0.41790614521560343,-0.018675236203464188,0.5805670002766466,-0.4136756683044662,0.005782378513697734,0.535762126555553
permuted_alignment,16,-0.40752137877278205,-0.0245708078308637,0.5763149186260903,-0.44221724554112085,-0.007788420630218189,0.546578961320701
permuted_alignment,17,-0.41585167973997716,-0.008644126254879985,0.579725791666062,-0.43565585470526336,0.010361177113900756,0.5440922914386358
permuted_alignment,18,-0.43045392619667,-0.01605858548550375,0.5857047363594524,-0.44041107123256196,0.008162626765084629,0.5458944480266128
permuted_alignment,19,-0.42638449608409035,-0.0058516162547775875,0.5840384929051393,-0.46787577719076734,-0.008985966152065884,0.5563031645372671
permuted_alignment,20,-0.47655061388630693,-0.02967699372126093,0.6045791983857048,-0.45717203606045764,-0.0007002476975063636,0.5522466052863374
permuted_alignment,21,-0.45676264757183116,-0.02136974922837599,0.5964769412063176,-0.497267823979056,-0.016782376826422682,0.567442314657889
permuted_alignment,22,-0.3904439098140964,0.006641588279639098,0.5693224847762786,-0.4462749449279513,0.0051922604626738564,0.5481167692501668
permuted_alignment,23,-0.4202004621111415,0.0064779850146944,0.5815064169525819,-0.4847683272830028,0.0003514594567340822,0.5627051906619844
permuted_alignment,24,-0.43957308239963133,0.009231855889921727,0.5894386091405752,-0.45973339635393273,0.0018365337669367743,0.5532173228762871
